"Hs_symbol","Cortical_neurons-S17_rep_1","Cortical_neurons-S21_rep_2","Cortical_neurons-S8_rep_3","Cortical_neurons-S17_rep_1_read","Cortical_neurons-S21_rep_2_read","Cortical_neurons-S8_rep_3_read","Hs_Avg_TPM","Mm_genes","DRG-S1","DRG-S7","DRG-S13","DRG-S1_read","DRG-S7_read","DRG-S13_read","Mm_Avg_TPM","FoldChange"
"ABCA4",0.905126,0.080781,0.014008,7,3,1,29.9432906666667,"Abca4",0.218113,0.144422,0.457021,16,3,4,0.273185333333333,24.3038384566164
"ABCA5",15.166472,15.375498,16.666334,612,687,561,6.02759666666667,"Abca5",22.448123,21.41967,24.32496,6816,1769,2833,22.7309176666667,0.296136743019335
"ABCA6",0.380325,0.502694,0.140608,12,17,6,133.001987666667,"Abca6",20.340663,20.054591,22.962028,4456,1036,1929,21.119094,6.05820417719942
"ABCA7",53.395405,36.508479,39.178153,1224,1180,903,0.445913,"Abca7",28.284582,28.185107,28.557071,8307,2009,3301,28.3422533333333,0.0492775037954367
"ABCA8",0.39584,0.133049,0.866773,3,4,10,156.648378666667,"Abca8b",12.161258,12.465005,14.473483,3737,944,1732,13.0332486666667,11.2339189884899
"ABCA9",1.630893,5.875754,1.09333,74,97,41,69.9769943333333,"Abca9",2.510507,2.960071,2.962372,676,194,314,2.81098333333333,18.6243255677669
"ABCB1",1.409905,3.284378,1.946045,27,71,43,6.184727,"Abcb1a",40.156561,54.850987,5.961506,1174,289,483,33.6563513333333,0.207313428089862
"ABCB10",10.325898,7.423625,9.542775,388,332,292,3.860617,"Abcb10",5.679646,5.373036,5.311046,963,220,368,5.454576,0.75304977429966
"ABCB11",1.639649,3.496208,2.969016,7,12,8,43.6574986666667,"Abcb11",0,0,0.012404,0,0,1,0.00413466666666667,44.4736150927963
"ABCB4",0.520114,0.10443,0.985588,4,3,5,0.312118,"Abcb4",2.85706,2.376162,2.887682,430,81,174,2.706968,0.353959893907905
"ABCB5",0,0.258936,0.058403,0,2,3,282.399342,"Abcb5",0,0,0,0,0,0,0,283.399342
"ABCB6",45.798715,35.435408,31.250175,534,550,292,84.7606963333333,"Abcb6",11.693171,5.646987,10.839573,709,152,266,9.39324366666667,8.25158141999365
"ABCB7",7.623563,5.152974,8.512265,182,173,131,0.123838333333333,"Abcb7",7.456802,7.129243,7.31946,1722,415,663,7.301835,0.13537228014449
"ABCB8",22.108301,23.197393,18.535002,526,651,446,0.159250666666667,"Abcb8",25.498487,22.60307,29.797684,1350,316,528,25.9664136666667,0.0429886851472438
"ABCB9",13.147339,16.158433,16.129464,347,428,305,1.87087366666667,"Abcb9",15.429411,12.471241,16.112352,1637,348,695,14.6710013333333,0.18319656833671
"ABCC1",4.341232,5.649856,8.644544,333,452,284,0.105779666666667,"Abcc1",8.351031,6.08049,11.592946,994,209,349,8.67482233333333,0.114294570852929
"ABCC10",47.610062,53.34286,79.775617,605,657,496,0.021098,"Abcc10",2.622562,2.513981,2.584121,288,85,131,2.57355466666667,0.285737338657382
"ABCC12",0.051357,0.030371,0,2,1,0,23.8082643333333,"Abcc12",0.581075,0.452147,0.584976,67,15,32,0.539399333333333,16.1155483155984
"ABCC2",0.295949,0.49826,0.480955,6,12,3,0.334740666666667,"Abcc2",0.140255,0.055143,0.014914,11,3,2,0.070104,1.2472999509082
"ABCC3",0.450343,0.479305,0,4,3,0,0.114704333333333,"Abcc3",0.786365,0.247674,1.21136,64,13,30,0.748466333333333,0.637532626212038
"ABCC5",41.572952,43.888857,45.250485,1760,2095,1575,15.5332103333333,"Abcc5",198.841532,203.71343,188.884774,9456,2400,3630,197.146578666667,0.0834392924903661
"ABCC6",0.688326,0.691802,0.278854,12,21,8,19.1169983333333,"Abcc6",0.085526,0.0381,0.217017,4,2,4,0.113547666666667,18.0656822653603
"ABCC9",1.51249,0.676152,0.605353,166,81,48,0,"Abcc9",0.457331,0.586749,0.748134,144,44,89,0.597404666666667,0.6260154492266
"ABCD1",6.614678,7.050127,8.893207,192,234,142,11.794229,"Abcd1",3.015163,2.892315,3.204815,439,97,175,3.037431,3.16890344379879
"ABCD2",1.111828,0.947205,1.460715,91,82,86,4.90809766666667,"Abcd2",12.532056,12.875819,24.69632,1069,277,522,16.7013983333333,0.333764460604289
"ABCD3",14.822618,16.086553,17.331049,639,817,573,0.0358056666666667,"Abcd3",23.050902,26.579739,25.839073,2983,814,1204,25.1565713333333,0.0396002080496942
"ABCD4",49.321733,40.153747,59.337327,485,502,452,7.31561533333333,"Abcd4",7.701302,7.200632,7.596608,671,162,279,7.499514,0.978363625653576
"ABCE1",40.838605,40.205738,45.232008,918,1004,713,42.16418,"Abce1",34.359215,33.442045,35.396792,5248,1252,2130,34.3993506666667,1.21934948486626
"ABCF1",46.260735,63.760304,59.860432,625,761,519,22.990304,"Abcf1",48.874882,43.044373,42.180863,2775,693,1070,44.7000393333333,0.524951495665379
"ABCF2",26.268774,19.429182,42.181654,443,535,432,3.782833,"Abcf2",34.216991,31.769168,33.397482,3604,812,1372,33.1278803333333,0.140144449443833
"ABCF3",49.775637,52.727308,46.588001,554,722,457,125.126357,"Abcf3",239.440985,240.481862,262.081136,2543,620,992,247.334661,0.50788865514025
"ABCG1",7.097047,8.637267,8.443098,274,360,227,41.110303,"Abcg1",18.773829,17.063098,18.789429,2286,536,842,18.2087853333333,2.19224184503355
"ABCG2",0.071606,0.158845,0.025076,4,11,1,15.829827,"Abcg2",54.978868,56.39503,59.840227,2779,666,1263,57.071375,0.28981278642016
"ABCG5",0.093551,0.161392,0.087861,3,7,2,106.982320666667,"Abcg5",0.010563,0.043488,0,1,1,0,0.018017,106.071235221678
"ABCG8",0.279919,0.336852,0.476524,19,25,16,28.449329,"Abcg8",0.091383,0.209021,0.104162,14,7,6,0.134855333333333,25.9498529327967
"ABHD1",1.219066,0.595476,1.404846,17,18,14,36.4106556666667,"Abhd1",0.248361,0.11232,0.155026,13,1,3,0.171902333333333,31.9230149156343
"ABHD10",20.734833,22.479951,21.319982,502,570,353,52.0153973333333,"Abhd10",17.746552,16.650794,17.367814,1666,373,628,17.2550533333333,2.90414913423059
"ABHD11",5.79209,6.6316,4.983045,56,74,48,1.01128866666667,"Abhd11",21.328858,20.942596,21.510674,760,193,291,21.2607093333333,0.0903515084155449
"ABHD12",62.698382,74.955257,56.465736,591,762,413,0.094133,"Abhd12",214.181303,199.363481,208.134202,7251,1684,2832,207.226328666667,0.00525453724803222
"ABHD13",2.86622,3.359063,3.388676,195,241,166,18.541765,"Abhd13",3.425154,2.566317,3.608387,713,132,298,3.19995266666667,4.65285362739802
"ABHD14A",25.012009,25.594496,21.460029,268,287,164,6.37133133333333,"Abhd14a",19.7553,20.709479,18.454951,796,192,283,19.63991,0.35713970329005
"ABHD14B",1.988993,2.13046,2.242736,33,40,33,43.3670903333333,"Abhd14b",18.377497,14.011024,14.704548,754,156,268,15.6976896666667,2.6570795852017
"ABHD15",0.139043,0.156659,0.265244,6,8,8,171.852216666667,"Abhd15",1.258226,1.963905,0.849918,121,26,37,1.35734966666667,73.3248101080748
"ABHD16A",34.317671,41.166479,61.739668,552,678,517,1.33119033333333,"Abhd16a",70.646955,78.385633,75.72245,2758,659,1094,74.918346,0.0307065479710706
"ABHD16B",0,0,0,0,0,0,13.7652813333333,"Abhd16b",0.100346,0.059159,0.073675,7,1,2,0.0777266666666667,13.700395276477
"ABHD17A",13.189788,17.685175,18.251272,437,578,391,27.7386756666667,"Abhd17a",54.32776,41.861233,48.254641,1996,396,869,48.147878,0.58473889079538
"ABHD17B",9.608137,10.13461,9.429544,351,345,244,83.284592,"Abhd17b",22.041201,20.581638,22.935141,1825,435,732,21.85266,3.68817424317344
"ABHD17C",26.356909,23.923575,30.757178,465,485,360,9.65143666666667,"Abhd17c",11.283472,13.469857,8.899621,714,148,294,11.21765,0.871807317009954
"ABHD18",3.898036,4.946809,4.114577,195,202,135,0.774971333333333,"Abhd18",3.17983,3.46159,2.752458,273,75,108,3.13129266666667,0.429640666141784
"ABHD2",24.811763,18.501694,16.975591,1534,1881,1288,18.620664,"Abhd2",36.723837,35.505954,38.19751,10887,2566,4419,36.8091003333333,0.518940250548675
"ABHD3",2.112366,4.383957,4.812756,34,41,40,113.561289333333,"Abhd3",14.353249,12.050526,13.142816,749,205,280,13.182197,8.07782386137587
"ABHD4",5.832204,5.914283,14.836758,103,107,75,4.12357966666667,"Abhd4",50.359455,48.462447,50.512159,4010,834,1505,49.7780203333333,0.100901524577619
"ABHD5",6.272151,9.717485,9.994526,224,264,185,34.890834,"Abhd5",30.875776,28.899154,33.675929,1450,328,540,31.1502863333333,1.11634570304864
"ABHD6",12.738211,13.156293,8.173231,201,211,124,2.239496,"Abhd6",12.397356,10.977638,11.245281,974,215,348,11.5400916666667,0.258331125968643
"ABHD8",7.19407,9.390167,9.704944,145,236,124,0.103042,"Abhd8",37.222072,31.595592,35.732559,2814,569,1151,34.8500743333333,0.0307681928283868
"ABI1",19.731057,19.365981,20.50402,618,612,424,74.8551316666667,"Abi1",73.499723,76.395454,73.837698,3519,880,1307,74.577625,1.00367180983349
"ABI2",50.424881,51.894418,63.248999,3251,3183,2502,23.8258956666667,"Abi2",33.5103,22.271769,32.250394,3171,695,1283,29.3441543333333,0.818144259152913
"ABI3",0,0.209091,0.075429,0,3,1,19.957815,"Abi3",0.648225,0.232863,1.080233,18,6,10,0.653773666666667,12.6727226478593
"ABITRAM",12.878776,15.022405,19.706706,130,158,143,9.75406533333333,"Abitram",3.739558,3.621243,4.375773,439,119,176,3.91219133333333,2.18926027175652
"ABL1",23.387004,25.535463,27.529949,995,1264,955,3.58069533333333,"Abl1",8.536541,8.902709,11.083969,1262,319,543,9.50773966666667,0.43593536561098
"ABL2",4.876134,5.408775,4.808567,785,862,542,0,"Abl2",5.264426,4.654585,6.798877,2047,472,841,5.57262933333333,0.152146112200252
"ABLIM1",100.860799,75.151885,120.837451,7750,6453,5627,2.363428,"Ablim1",44.867705,42.117908,43.063424,9236,2061,3536,43.349679,0.0758388352709385
"ABLIM2",19.980956,30.901303,25.59889,462,672,364,50.8898673333333,"Ablim2",27.7936,29.426839,21.693994,1532,345,560,26.304811,1.90039284041678
"ABLIM3",48.422608,52.934019,47.138285,1626,2148,1222,6.19063333333333,"Ablim3",13.169178,12.081958,12.860354,2375,528,912,12.70383,0.524717055986052
"ABO",0.839964,0.413628,1.770949,23,39,31,151.788392,"Abo",0.10168,0,0.037192,7,0,1,0.0462906666666667,146.028629392979
"ABR",591.586845,672.731938,685.513728,3340,3625,3006,1389.66802333333,"Abr",59.447352,52.550682,58.358209,10128,2156,3916,56.7854143333333,24.0660734093089
"ABRA",0.028665,0.053548,0.080009,1,2,2,535.157017,"Abra",0.017227,0,0.044071,2,0,2,0.0204326666666667,525.421259544154
"ABRACL",19.223716,14.20645,19.051796,138,111,99,11.5527636666667,"Abracl",37.088713,47.865666,52.35161,184,56,84,45.768663,0.268401165683669
"ABRAXAS1",4.102444,3.794132,3.584166,77,83,56,0.999892666666667,"Abraxas1",3.576158,3.463709,2.394861,158,35,60,3.14490933333333,0.482493706335997
"ABRAXAS2",9.187908,9.791007,10.77312,353,405,295,35.14397,"Abraxas2",19.151046,15.849001,18.553229,1604,384,645,17.851092,1.91734091584721
"ABT1",4.88843,4.285503,5.231131,188,179,143,2.10201733333333,"Abt1",1.783222,1.437852,1.858162,334,66,136,1.69307866666667,1.1518480212733
"ABTB1",2.982307,4.057105,10.245762,62,115,92,8.11133266666667,"Abtb1",46.710301,42.045226,46.427737,1463,361,559,45.061088,0.197809757916849
"ABTB2",1.344934,1.96267,3.69669,85,140,90,0,"Abtb2",16.08518,16.368571,14.737303,2968,692,1128,15.7303513333333,0.0597716079044684
"ACAA1",46.486176,54.061449,53.958237,591,740,475,11.3941106666667,"Acaa1b",0.255714,0.200968,0.42739,5,3,3,0.294690666666667,9.57302851234478
"ACAA2",7.463552,10.616386,8.612113,146,199,117,87.1742526666667,"Acaa2",48.921519,40.774913,50.141634,1806,371,659,46.6126886666667,1.85190660590434
"ACACA",87.127535,78.297049,72.405289,3380,3012,2176,1.909915,"Acaca",28.483863,24.922881,36.571534,7673,1813,3098,29.9927593333333,0.0938901557200274
"ACACB",3.694984,3.933355,3.564281,62,63,54,1.682011,"Acacb",2.097291,2.286744,2.776692,428,116,205,2.386909,0.791875719129153
"ACAD10",11.611479,11.630295,14.269463,185,171,157,11.8460196666667,"Acad10",5.900381,5.058764,3.772682,398,85,139,4.910609,2.17338343082188
"ACAD11",6.956361,6.78533,9.702243,123,171,123,28.4638313333333,"Acad11",8.306437,8.234552,10.686786,908,217,371,9.075925,2.92418128691245
"ACAD8",28.56967,26.216904,35.090426,521,559,449,0.17684,"Acad8",19.029721,18.683449,17.581744,1000,249,370,18.431638,0.0605630878879073
"ACAD9",16.730664,15.138342,15.036653,348,375,288,0.081864,"Acad9",35.76316,32.365758,33.771603,1593,407,659,33.9668403333333,0.030939712873304
"ACADL",0.288112,0.704497,0.707281,9,17,9,18.6455233333333,"Acadl",73.220247,63.531695,77.515492,4260,1046,1720,71.422478,0.271262788513441
"ACADM",34.991444,30.116255,36.311604,538,526,442,0.361587666666667,"Acadm",104.286834,133.069582,89.941463,2042,555,727,109.099293,0.0123669065401416
"ACADS",1.771714,2.673468,3.757556,38,59,46,28.0018226666667,"Acads",9.784882,10.757871,9.318308,551,138,214,9.953687,2.64767677464827
"ACADSB",5.696079,5.142362,5.947202,415,396,308,2.81618,"Acadsb",96.232375,126.89331,108.03208,1698,455,653,110.385921666667,0.0342608827300482
"ACADVL",236.028354,256.563668,245.533457,1257,1410,953,17.6677166666667,"Acadvl",42.023617,41.941155,42.073591,3114,819,1237,42.0127876666667,0.434003878366002
"ACAN",0.108891,0.370897,0.103268,8,10,6,3.98894966666667,"Acan",0.130892,0.191164,0.119876,36,15,14,0.147310666666667,4.34838602273374
"ACAP1",9.140538,8.118628,5.692809,23,41,22,0.258482,"Acap1",0.091783,0.232758,0.226778,10,6,5,0.183773,1.06311091738027
"ACAP2",19.442193,11.477702,6.945933,361,356,272,59.4039493333333,"Acap2",20.793923,20.213468,20.579347,2488,592,1000,20.5289126666667,2.80571296231124
"ACAT1",122.137156,118.34408,129.991315,655,741,527,6.29316433333333,"Acat1",45.268253,39.492711,43.532401,3117,754,1257,42.764455,0.166645839262327
"ACAT2",150.038137,113.788996,97.188096,2596,2136,1199,33.8141496666667,"Acat2",118.574216,110.048324,111.242826,6929,1639,2550,113.288455333333,0.304616503610341
"ACBD3",55.57853,50.960754,31.733687,687,749,476,93.2477886666667,"Acbd3",19.496714,17.2792,18.511416,2687,586,1015,18.42911,4.85085465400457
"ACBD5",22.086031,24.008406,24.78825,786,939,654,58.196314,"Acbd5",54.568877,48.479724,53.439881,5713,1396,2284,52.1628273333333,1.11349070336001
"ACBD6",44.648742,40.179244,47.697377,561,617,466,0.328216333333333,"Acbd6",31.172844,27.736285,33.386355,1047,224,446,30.7651613333333,0.0418136183662176
"ACBD7",1.043718,2.012931,2.647439,46,68,57,10.4382076666667,"Acbd7",2.097597,1.943282,1.424488,26,6,7,1.821789,4.05353046123104
"ACCS",2.852259,6.929111,6.720408,40,71,38,5.38913033333333,"Accs",5.583149,6.109839,6.953522,303,83,147,6.21550333333333,0.885472577334637
"ACCSL",0,0.041683,0,0,1,0,0.0218153333333333,"Accsl",0.399985,0.65421,0.94449,14,3,7,0.666228333333333,0.613250484877523
"ACD",10.823814,17.900748,15.750557,143,186,143,14.7655226666667,"Acd",9.397863,8.513551,9.52039,513,112,212,9.14393466666667,1.55418219701993
"ACE",7.650195,4.932748,4.196313,104,116,46,7.34964133333333,"Ace",1.529936,1.266676,2.28227,228,53,111,1.69296066666667,3.10054336726295
"ACE2",0.257103,0.077158,0.190801,1,1,1,0.266672333333333,"Ace2",0.39351,0.513533,0.554108,55,13,29,0.487050333333333,0.851801922866991
"ACER1",0.061841,0,0.249022,1,0,3,0,"Acer1",0.010316,0,0,1,0,0,0.00343866666666667,0.996573117240848
"ACER2",1.702671,1.924675,1.809561,61,75,46,90.6698553333333,"Acer2",1.42388,1.059207,1.465725,188,45,74,1.31627066666667,39.5764867433455
"ACER3",5.618697,5.605735,6.031901,410,489,347,1.13353,"Acer3",11.530842,8.637076,12.811604,2090,500,908,10.993174,0.177895359476982
"ACHE",123.812487,148.175891,116.216143,2791,3847,1730,34.2847416666667,"Ache",38.543926,55.551307,51.784107,3098,717,1169,48.6264466666667,0.711006812630953
"ACIN1",89.895784,89.267185,92.097629,1572,1683,1229,9.22705566666667,"Acin1",47.715773,48.866846,39.717388,3077,703,1044,45.4333356666667,0.220252444064845
"ACKR1",9.846748,12.019005,14.314649,231,292,219,243.496532666667,"Ackr1",401.909922,315.577281,419.361754,3251,659,1169,378.949652333333,0.64349718749622
"ACKR2",0.432002,0.122803,0.473199,14,5,6,0.588990666666667,"Ackr2",0.230189,0,0.108776,12,0,5,0.112988333333333,1.4276795354249
"ACKR3",0,0.074184,0.633304,0,2,7,10.1824796666667,"Ackr3",1.643219,1.944276,2.196828,207,60,91,1.92810766666667,3.81901246117658
"ACKR4",0.106321,0,0,3,0,0,80.0208846666667,"Ackr4",0.241529,0.299142,0.237301,17,5,6,0.259324,64.3368066253535
"ACLY",254.093676,248.408509,244.338036,6921,7108,4396,0.0215826666666667,"Acly",260.392702,266.512395,241.396209,29254,7300,11058,256.100435333333,0.00397347700069887
"ACMSD",0.255707,0.275251,0.059046,1,2,1,3.448074,"Acmsd",0.189202,0.252901,0.032532,16,5,1,0.158211666666667,3.84046727210196
"ACO1",9.414829,8.829655,9.906688,628,626,488,5.19530633333333,"Aco1",7.573506,6.423898,6.797077,1067,248,407,6.93149366666667,0.781102096742518
"ACO2",76.722101,90.811985,92.660824,1805,2351,1468,6.22008466666667,"Aco2",152.882375,199.289559,138.928187,10153,2348,3906,163.700040333333,0.0438377832334107
"ACOD1",0,0,0,0,0,0,0,"Acod1",0,0,0,0,0,0,0,1
"ACOT1",2.580575,3.185492,1.979403,39,58,23,0,"Acot3",0.045948,0,0.019346,4,0,1,0.0217646666666667,0.978698943722853
"ACOT11",0.582734,0.576701,0.609753,40,51,26,0.104451666666667,"Acot11",5.597158,7.963591,11.898845,600,147,282,8.48653133333333,0.116423129578026
"ACOT12",0.331608,0.188218,0.467097,5,2,2,24.8123303333333,"Acot12",0.253707,0.347489,0.164709,20,3,8,0.255301666666667,20.5626512086736
"ACOT13",4.473594,5.647834,5.032359,165,201,127,0,"Acot13",205.896612,167.600238,198.430747,1013,228,414,190.642532333333,0.00521804835192143
"ACOT2",14.610747,12.124256,16.719956,110,123,100,2.16443566666667,"Acot2",1.608437,2.231103,1.605401,127,42,54,1.81498033333333,1.12414130542771
"ACOT4",0.210825,0.819407,0.499504,6,26,10,9.039828,"Acot4",0.992779,0.335627,0.515927,108,21,53,0.614777666666667,6.21746770917689
"ACOT6",0.113721,0.104565,0.160646,1,1,1,3.375098,"Acot6",2.60611,2.315262,2.593869,342,74,141,2.50508033333333,1.24821618448878
"ACOT7",141.034258,158.621084,147.569266,2164,2658,1722,98.3865763333333,"Acot7",344.989077,443.110743,384.06596,14119,3064,5131,390.721926666667,0.253717164058334
"ACOT8",15.109551,19.026084,18.961389,206,295,187,15.260072,"Acot8",5.935894,5.306174,7.500256,219,50,102,6.24744133333333,2.24356034801064
"ACOT9",19.733347,15.220957,15.831859,376,398,279,35.6773823333333,"Acot9",26.639485,27.561747,26.413979,1699,442,663,26.871737,1.31593457319626
"ACOX1",26.69153,36.454793,34.43575,665,715,462,26.745508,"Acox1",47.232225,43.761836,45.586086,6737,1580,2594,45.5267156666667,0.596334978784626
"ACOX2",0,0.720589,0,0,2,0,57.9517596666667,"Acox2",0.274602,0.923317,0.505337,7,3,3,0.567752,37.6027328727163
"ACOX3",9.956542,12.099373,8.284384,181,210,142,15.4454126666667,"Acox3",31.629305,24.683028,32.841768,2119,531,940,29.7180336666667,0.535366711460839
"ACOXL",0.165362,0.317846,0.200234,4,5,4,0.798546666666667,"Acoxl",0.278136,0.365673,0.129186,7,1,3,0.257665,1.43006815540439
"ACP1",61.586263,66.10944,74.714785,798,920,684,37.79657,"Acp1",69.524444,80.252228,59.21009,2779,715,1126,69.662254,0.549042350106749
"ACP2",115.861262,97.504509,108.715051,595,540,395,0.343451333333333,"Acp2",20.104189,18.283754,25.826221,3506,850,1395,21.4047213333333,0.0599628673503995
"ACP4",0.140216,0.12039,0.201053,2,2,2,3.97132866666667,"Acp4",0.036404,0,0,2,0,0,0.0121346666666667,4.91172650279739
"ACP5",0.900021,1.872376,0.519606,4,9,1,0.278413,"Acp5",0.179136,0.609455,0.256272,9,1,5,0.348287666666667,0.94817525340166
"ACP6",5.681603,4.537779,4.413437,128,125,95,0.136560666666667,"Acp6",4.6856,4.305309,3.799063,212,42,65,4.263324,0.215939711609368
"ACP7",0.348403,0.256502,0.265236,13,11,7,64.0608963333333,"Acp7",1.156246,3.81974,1.76337,62,16,28,2.246452,20.040615519137
"ACR",0,0.561401,0,0,4,0,10.252389,"Acr",0.201876,0.564647,0.515537,11,7,9,0.427353333333333,7.88339420746089
"ACRBP",0.871936,1.387368,0.356541,8,10,2,3.504024,"Acrbp",3.415024,1.196725,2.57384,77,13,19,2.39519633333333,1.32658720079909
"ACRV1",0.419432,0.594965,0.365907,5,9,3,10.3117143333333,"Acrv1",0.114023,0.122849,0.250645,15,4,13,0.162505666666667,9.73045952177437
"ACSBG1",0.253329,0.789068,1.028992,21,18,25,40.2530823333333,"Acsbg1",34.319032,30.107846,30.144743,2415,552,943,31.5238736666667,1.26839388063462
"ACSBG2",0.326791,0.354839,0.057953,2,2,1,76.3923933333333,"Acsbg2",0,0,0,0,0,0,0,77.3923933333333
"ACSF2",0.770281,0.767876,3.321446,2,5,7,1.372005,"Acsf2",2.962773,6.226708,2.39288,242,54,70,3.860787,0.487987850527085
"ACSF3",15.821189,18.561092,20.415246,217,288,178,0.0650203333333333,"Acsf3",7.079854,7.732363,7.600715,636,166,267,7.47097733333333,0.125725791892096
"ACSL1",62.19037,73.44608,83.471369,894,1047,659,0.0770176666666667,"Acsl1",31.518812,33.060954,24.203139,2001,474,766,29.5943016666667,0.0352032113169658
"ACSL3",130.996535,121.985228,113.197501,2784,3004,2053,26.8095743333333,"Acsl3",45.969302,57.728258,62.958441,2506,745,1153,55.5520003333333,0.491752266399348
"ACSL4",61.049607,65.37075,77.690858,3385,3357,2270,14.52366,"Acsl4",53.619701,41.553782,41.232363,4215,1119,1724,45.4686153333333,0.334067625829694
"ACSL5",0.344508,0.341116,0.484939,7,4,5,5.10368066666667,"Acsl5",90.390459,93.88375,81.628422,2955,774,1189,88.6342103333333,0.0680954363737706
